Date,Open,High,Low,Close,Volume,Adj Close
2003-08-08,9.269902,9.389899,9.129902,9.179901,1658600,28.503863
2003-08-07,9.169901,9.289901,9.099903,9.269902,2170100,28.783318
2003-08-06,9.089902,9.3799,9.089902,9.289901,2814100,28.845415
2003-08-05,9.3399,9.389899,9.1999,9.229902,2868400,28.659118
2003-08-04,9.169901,9.399899,9.069904,9.389899,2834100,29.155913
2003-08-01,9.059903,9.269902,9.049904,9.229902,2089900,28.659118
2003-07-31,9.269902,10.099892,9.029904,9.039904,3004500,28.069169
2003-07-30,9.179901,9.219903,9.049904,9.099903,2400500,28.255466
2003-07-29,9.3599,9.3599,9.089902,9.189901,2331200,28.534911
2003-07-28,9.119902,10.999882,9.119902,9.3599,2340800,29.062764
2003-07-25,9.069904,9.189901,8.849905,9.169901,2069400,28.472811
2003-07-24,9.1999,9.349901,9.039904,9.059903,2526100,28.131265
2003-07-23,8.869905,9.209903,8.809906,9.139902,2629900,28.379663
2003-07-22,8.749907,8.969905,8.729908,8.919903,3996000,27.696561
2003-07-21,8.749907,8.839905,8.679909,8.719908,3027000,27.07557
2003-07-18,9.089902,9.139902,8.899904,9.049904,2295200,28.100217
2003-07-17,9.079903,9.119902,8.779907,8.939906,4300000,27.758671
2003-07-16,9.589898,9.589898,9.109902,9.329901,5155300,28.969616
2003-07-15,9.529899,9.899894,9.529899,9.779897,5018400,30.366867
2003-07-14,9.749898,9.819895,9.4999,9.4999,4064000,29.497468
2003-07-11,9.559898,9.779897,9.4999,9.509899,3327200,29.528517
2003-07-10,9.099903,9.999892,9.059903,9.469901,6363900,29.40432
2003-07-09,10.049893,10.429888,9.779897,10.24989,5254200,31.826209
2003-07-08,9.949893,10.159891,9.799897,9.869895,3791500,30.646313
2003-07-07,9.839895,10.049893,9.749898,10.029894,5358800,31.143117
2003-07-03,9.609898,9.729895,9.4799,9.569898,2392800,29.714814
2003-07-02,9.269902,9.659897,9.259902,9.639897,3575000,29.932163
2003-07-01,9.249902,9.309901,9.099903,9.239903,4207200,28.69017
2003-06-30,9.329901,9.569898,9.309901,9.429899,3359800,29.280113
2003-06-27,9.4999,9.539899,9.279902,9.3799,2704800,29.124864
2003-06-26,9.409899,9.549899,9.349901,9.529899,2415100,29.590617
2003-06-25,9.399899,9.599897,9.3599,9.449898,3806700,29.34221
2003-06-24,9.299901,9.449898,9.209903,9.389899,4286700,29.155913
2003-06-23,9.649896,9.739897,9.309901,9.369899,4505500,29.093813
2003-06-20,9.669896,9.749898,9.439898,9.729895,6379000,30.211608
2003-06-19,9.399899,9.899894,9.049904,9.619897,9024400,29.870063
2003-06-18,8.889904,9.329901,8.829905,9.279902,5141800,28.814367
2003-06-17,8.819906,8.959906,8.699908,8.929904,3043700,27.727613
2003-06-16,8.739908,8.879904,8.449911,8.769907,3073000,27.230818
2003-06-13,8.999905,9.099903,8.609907,8.659906,3314200,26.889263
2003-06-12,8.949906,9.099903,8.769907,9.049904,4758500,28.100217
2003-06-11,8.49991,8.869905,8.35991,8.849905,5523100,27.479216
2003-06-10,8.679909,8.879904,8.399909,8.599908,3674900,26.578766
2003-06-09,8.389909,8.699908,8.339911,8.679909,8149600,26.826016
2003-06-06,9.449898,9.459898,8.889904,8.889904,6030600,27.475025
2003-06-05,8.899904,9.249902,8.849905,9.169901,6383300,28.34038
2003-06-04,8.49991,8.989905,8.49991,8.959906,4822700,27.691372
2003-06-03,8.599908,8.639907,8.46991,8.48991,5090300,26.238809
2003-06-02,8.739908,8.899904,8.609907,8.729908,4869900,26.980543
2003-05-30,8.699908,8.779907,8.519909,8.519909,4107300,26.331524
2003-05-29,8.599908,8.739908,8.509909,8.699908,3426800,26.887827
2003-05-28,8.809906,8.899904,8.539909,8.599908,3854800,26.578766
2003-05-27,8.439911,8.759907,8.429911,8.749907,3660900,27.042352
2003-05-23,8.48991,8.629907,8.399909,8.48991,3013200,26.238809
2003-05-22,8.399909,8.49991,8.35991,8.439911,4164700,26.084282
2003-05-21,8.539909,8.589908,8.299911,8.299911,4912600,25.651601
2003-05-20,8.669909,8.749907,8.399909,8.47991,4847900,26.207903
2003-05-19,8.769907,8.859905,8.549908,8.549908,3240000,26.424239
2003-05-16,9.099903,9.129902,8.879904,8.899904,3765300,27.505932
2003-05-15,9.039904,9.279902,8.799906,9.099903,9242600,28.124045
2003-05-14,8.019914,8.949906,8.019914,8.919903,16425100,27.56774
2003-05-13,8.079913,8.079913,7.899917,8.049914,7631900,24.878962
2003-05-12,7.949915,8.089913,7.889917,8.079913,3694900,24.971677
2003-05-09,8.059914,8.079913,7.909916,7.969915,3367800,24.63172
2003-05-08,7.989915,8.059914,7.949915,8.009915,2911300,24.755341
2003-05-07,8.029914,8.159914,8.009915,8.019914,3624400,24.786246
2003-05-06,7.999915,8.219913,7.999915,8.149914,4125800,25.188022
2003-05-05,8.139915,8.239912,8.059914,8.129912,3349600,25.126204
2003-05-02,7.919916,8.049914,7.909916,8.049914,3693800,24.878962
2003-05-01,7.919916,8.009915,7.869918,7.939916,2104500,24.539005
2003-04-30,7.929916,8.009915,7.909916,7.909916,5411300,24.446288
2003-04-29,8.119912,8.249912,7.989915,8.029914,2777500,24.81715
2003-04-28,7.849915,8.069913,7.839915,8.009915,2925000,24.755341
2003-04-25,8.139915,8.179914,7.759917,7.899917,5221500,24.415384
2003-04-24,8.219913,8.269912,8.099913,8.139915,3009700,25.157117
2003-04-23,8.129912,8.49991,8.099913,8.37991,4542000,25.898843
2003-04-22,7.869918,8.099913,7.819916,8.079913,4451700,24.971677
2003-04-21,7.909916,7.949915,7.819916,7.869918,3482900,24.322668
2003-04-17,7.829915,7.969915,7.749917,7.899917,5456600,24.415384
2003-04-16,8.199913,8.209913,7.579918,7.829915,12948000,24.199038
2003-04-15,7.939916,8.049914,7.879917,7.939916,3842100,24.539005
2003-04-14,7.889917,7.979915,7.879917,7.979915,2385200,24.662625
2003-04-11,8.199913,8.219913,7.959915,7.999915,2907600,24.724435
2003-04-10,7.999915,8.079913,7.929916,7.999915,2479900,24.724435
2003-04-09,8.209913,8.239912,7.939916,7.949915,4384000,24.569909
2003-04-08,8.529909,8.529909,8.209913,8.319911,3431300,25.713411
2003-04-07,8.719908,8.769907,8.46991,8.529909,3233700,26.36243
2003-04-04,8.35991,8.539909,8.339911,8.49991,2195300,26.269714
2003-04-03,8.419912,8.639907,8.399909,8.449911,2623600,26.115188
2003-04-02,8.519909,8.659906,8.519909,8.609907,3616400,26.609672
2003-04-01,8.259912,8.439911,8.209913,8.34991,2032300,25.806126
2003-03-31,8.169914,8.36991,8.079913,8.259912,2825300,25.52798
2003-03-28,8.229912,8.389909,8.229912,8.299911,2253800,25.651601
2003-03-27,8.35991,8.449911,8.249912,8.449911,2506200,26.115188
2003-03-26,8.599908,8.599908,8.269912,8.509909,3702100,26.300618
2003-03-25,8.37991,8.649907,8.269912,8.599908,2703800,26.578766
2003-03-24,8.299911,8.49991,8.239912,8.279911,2333000,25.58979
2003-03-21,8.49991,8.49991,8.199913,8.49991,3277200,26.269714
2003-03-20,8.249912,8.36991,8.149914,8.259912,2629500,25.52798
2003-03-19,8.539909,8.679909,8.189913,8.249912,4019900,25.497075
2003-03-18,8.49991,8.689908,8.419912,8.689908,2468700,26.856922
2003-03-17,8.089913,8.559908,8.029914,8.529909,3355300,26.36243
2003-03-14,8.089913,8.399909,8.029914,8.189913,2528200,25.311642
2003-03-13,8.149914,8.199913,7.959915,8.009915,4133900,24.755341
2003-03-12,7.809916,8.039914,7.809916,8.039914,3784100,24.848056
2003-03-11,7.949915,8.029914,7.899917,7.979915,2920200,24.539006
2003-03-10,8.009915,8.069913,7.879917,7.899917,2436000,24.293003
2003-03-07,7.939916,8.049914,7.849915,8.009915,3007300,24.631256
2003-03-06,8.169914,8.199913,8.009915,8.049914,2162300,24.754258
2003-03-05,8.149914,8.299911,8.149914,8.259912,2186700,25.400023
2003-03-04,8.449911,8.46991,8.139915,8.149914,2326100,25.061768
2003-03-03,8.49991,8.569908,8.36991,8.419912,2295200,25.892037
2003-02-28,8.219913,8.579908,8.199913,8.419912,2733000,25.892037
2003-02-27,8.179914,8.279911,8.149914,8.279911,1734300,25.461523
2003-02-26,8.019914,8.269912,8.019914,8.159914,2394400,25.092519
2003-02-25,7.899917,8.269912,7.879917,8.149914,2945800,25.061768
2003-02-24,8.119912,8.329911,8.109912,8.109912,2167700,24.938759
2003-02-21,8.389909,8.389909,8.149914,8.249912,2091600,25.369272
2003-02-20,8.249912,8.299911,8.129912,8.219913,1937400,25.277022
2003-02-19,8.149914,8.309911,8.019914,8.289911,2323500,25.492274
2003-02-18,8.399909,8.439911,8.219913,8.259912,2182000,25.400023
2003-02-14,8.149914,8.399909,7.899917,8.399909,2077000,25.830527
2003-02-13,8.009915,8.079913,7.899917,7.979915,3147200,24.539006
2003-02-12,8.029914,8.219913,7.999915,7.999915,3311800,24.600506
2003-02-11,8.029914,8.259912,8.009915,8.149914,3026900,25.061768
2003-02-10,7.709918,8.049914,7.709918,8.029914,2467200,24.692756
2003-02-07,7.899917,7.959915,7.709918,7.709918,2497800,23.708738
2003-02-06,7.819916,7.889917,7.679919,7.729918,2115500,23.770239
2003-02-05,7.809916,7.929916,7.749917,7.819916,3157600,24.046992
2003-02-04,7.979915,8.039914,7.719918,7.909916,2733000,24.323752
2003-02-03,8.089913,8.219913,7.999915,7.999915,2254600,24.600506
2003-01-31,8.089913,8.179914,7.929916,7.979915,3559900,24.539006
2003-01-30,8.34991,8.36991,8.079913,8.099913,2361100,24.90801
2003-01-29,8.239912,8.419912,8.079913,8.299911,3294800,25.523025
2003-01-28,8.439911,8.49991,8.229912,8.299911,2974100,25.523025
2003-01-27,8.449911,8.579908,8.229912,8.37991,2990500,25.769027
2003-01-24,8.689908,8.729908,8.509909,8.669909,3587800,26.660802
2003-01-23,8.749907,8.749907,8.36991,8.669909,5760000,26.660802
2003-01-22,8.949906,8.999905,8.48991,8.529909,4941400,26.23029
2003-01-21,8.699908,8.859905,8.509909,8.749907,3718100,26.906804
2003-01-17,8.949906,8.999905,8.649907,8.769907,3521800,26.968306
2003-01-16,9.249902,9.3399,8.999905,9.129902,2933700,28.075326
2003-01-15,9.459898,9.579898,9.249902,9.249902,2225900,28.444338
2003-01-14,9.449898,9.609898,9.299901,9.459898,2828500,29.090095
2003-01-13,9.719895,9.849895,9.259902,9.449898,5019700,29.059343
2003-01-10,9.759897,10.079893,9.679895,9.929893,2777500,30.535375
2003-01-09,9.749898,10.029894,9.719895,9.899894,3627200,30.443124
2003-01-08,9.799897,9.819895,9.449898,9.659897,3321600,29.70511
2003-01-07,9.799897,10.019894,9.609898,9.689896,2972500,29.797361
2003-01-06,9.3599,9.969893,9.319901,9.699895,4724400,29.82811
2003-01-03,9.119902,9.439898,9.059903,9.169901,2393700,28.198326
2003-01-02,8.919903,9.269902,8.649907,9.1999,2730900,28.290576
2002-12-31,8.689908,8.749907,8.459911,8.649907,2554000,26.599294
2002-12-30,8.999905,9.069904,8.48991,8.679909,3691300,26.691552
2002-12-27,8.789906,9.029904,8.779907,8.999905,2056400,27.675571
2002-12-26,8.949906,9.139902,8.809906,8.949906,1964500,27.521819
2002-12-24,8.899904,8.979905,8.659906,8.739908,993200,26.876055
2002-12-23,8.709908,9.029904,8.709908,8.929904,2405200,27.460311
2002-12-20,8.899904,9.139902,8.729908,8.959906,4753000,27.552571
2002-12-19,9.049904,9.369899,8.889904,8.889904,3333700,27.337308
2002-12-18,9.389899,9.399899,9.129902,9.219903,2466700,28.352087
2002-12-17,9.5199,9.949893,9.449898,9.4999,2666600,29.213105
2002-12-16,9.649896,9.939894,9.549899,9.769896,2547700,30.04337
2002-12-13,9.409899,9.669896,9.289901,9.5199,2225700,29.274606
2002-12-12,9.649896,10.009895,9.449898,9.529899,2931000,29.305355
2002-12-11,8.999905,9.639897,8.989905,9.589898,3087600,29.366855
2002-12-10,9.099903,9.219903,8.869905,9.219903,5402300,28.233832
2002-12-09,9.249902,9.899894,9.229902,9.229902,2721700,28.264453
2002-12-06,9.599897,9.999892,9.509899,9.869895,2957800,30.224281
2002-12-05,10.359889,10.359889,9.849895,9.849895,3234000,30.163036
2002-12-04,10.069893,10.159891,9.649896,9.979892,6393100,30.561124
2002-12-03,10.999882,11.19988,10.459888,10.509887,5697700,32.18411
2002-12-02,11.899874,12.24987,11.429879,11.699875,4950000,35.828177
2002-11-29,11.699875,11.699875,11.23988,11.23988,1429100,34.419546
2002-11-27,10.999882,11.819873,10.959883,11.37988,5127400,34.848264
2002-11-26,10.519886,11.139882,10.309891,10.929884,5200100,33.470254
2002-11-25,10.599888,11.029882,10.419889,10.519886,4470000,32.214731
2002-11-22,10.149891,10.679886,10.029894,10.509887,4515600,32.18411
2002-11-21,9.4999,10.469888,9.439898,10.409889,7595900,31.877889
2002-11-20,8.809906,9.349901,8.799906,9.349901,3227100,28.631919
2002-11-19,9.449898,9.459898,8.859905,8.909904,3124300,27.28453
2002-11-18,9.219903,9.509899,9.179901,9.369899,2851800,28.693161
2002-11-15,9.009904,9.179901,8.919903,9.039904,2635800,27.682627
2002-11-14,8.999905,9.239903,8.929904,9.069904,2719100,27.774493
2002-11-13,8.739908,8.919903,8.519909,8.749907,3473400,26.794577
2002-11-12,8.599908,8.899904,8.599908,8.749907,3768600,26.794577
2002-11-11,8.609907,8.719908,8.34991,8.37991,1788300,25.661546
2002-11-08,9.019904,9.019904,8.669909,8.799906,2762200,26.947688
2002-11-07,9.259902,9.459898,8.999905,9.019904,3112800,27.621382
2002-11-06,9.809896,9.909894,9.529899,9.619897,3077700,29.458721
2002-11-05,9.989893,10.089893,9.669896,9.849895,2845600,30.163036
2002-11-04,9.749898,10.119892,9.649896,9.979892,3932700,30.561124
2002-11-01,8.989905,9.469901,8.779907,9.419898,2986600,28.846272
2002-10-31,9.179901,9.509899,9.099903,9.169901,3244400,28.080711
2002-10-30,8.839905,9.279902,8.599908,9.179901,3045800,28.111335
2002-10-29,8.999905,9.119902,8.309911,8.879904,2694500,27.192664
2002-10-28,8.999905,9.139902,8.929904,8.999905,2440800,27.560137
2002-10-25,8.519909,8.899904,8.519909,8.899904,2467200,27.253909
2002-10-24,8.999905,9.059903,8.699908,8.739908,4423800,26.763956
2002-10-23,8.089913,8.799906,8.009915,8.799906,5287600,26.947688
2002-10-22,7.579918,8.139915,7.529919,8.139915,5232900,24.926616
2002-10-21,7.769917,7.899917,7.49992,7.809916,5317500,23.916071
2002-10-18,7.749917,8.039914,7.599918,7.769917,5859400,23.793583
2002-10-17,7.999915,8.149914,7.299921,8.049914,14191800,24.651009
2002-10-16,8.009915,8.599908,7.339923,7.849915,22490500,24.038559
2002-10-15,10.599888,10.749885,9.869895,10.099892,5945200,30.928597
2002-10-14,9.899894,10.22989,9.669896,10.099892,2672100,30.928597
2002-10-11,9.679895,10.079893,9.549899,9.969893,4441400,30.530503
2002-10-10,8.419912,9.259902,8.399909,9.089902,7068500,27.835735
2002-10-09,9.049904,9.259902,8.069913,8.299911,8248100,25.416569
2002-10-08,9.699895,9.789896,8.649907,9.749898,5414200,29.856818
2002-10-07,9.819895,10.109893,9.4999,9.4999,2854900,29.091258
2002-10-04,10.549889,10.749885,9.999892,10.009895,2949900,30.652999
2002-10-03,10.669887,10.839885,10.299891,10.459888,3707400,32.030999
2002-10-02,10.399889,10.899884,10.099892,10.149891,2703600,31.081707
2002-10-01,10.309891,10.539889,10.079893,10.479887,3320600,32.092244
2002-09-30,9.999892,10.499887,9.809896,10.179891,3318400,31.173573
2002-09-27,10.299891,10.849885,10.259889,10.289892,2689300,31.510425
2002-09-26,11.019881,11.179881,10.519886,10.639886,4030000,32.582204
2002-09-25,10.539889,11.119882,10.20989,10.759884,3900000,32.94967
2002-09-24,10.049893,10.36989,9.919894,10.049893,2890100,30.775486
2002-09-23,10.099892,10.419889,10.069893,10.119892,1947000,30.989842
2002-09-20,10.609887,10.829885,10.319891,10.479887,4022500,32.092244
2002-09-19,10.309891,10.539889,9.999892,10.119892,2969400,30.989842
2002-09-18,10.599888,11.089883,10.269892,10.789884,2195800,33.041536
2002-09-17,11.189881,11.699875,10.589888,10.679886,2821100,32.704694
2002-09-16,10.999882,11.449878,10.999882,11.189881,1739900,34.266435
2002-09-13,11.589875,11.839872,11.33988,11.509876,2423900,35.246348
2002-09-12,12.08987,12.149872,11.679876,11.689876,2121900,35.797556
2002-09-11,12.669867,12.699866,12.20987,12.329868,1580100,37.757385
2002-09-10,12.579866,12.699866,12.08987,12.289868,2104800,37.512404
2002-09-09,12.259869,12.799863,12.09987,12.569865,2742000,38.36704
2002-09-06,12.24987,12.359867,12.039871,12.269869,3089600,37.451359
2002-09-05,11.649876,11.899874,11.489877,11.739875,3114000,35.833658
2002-09-04,11.649876,12.10987,11.649876,12.06987,1860200,36.840902
2002-09-03,11.549876,11.779874,11.509876,11.639877,2393400,35.528433
2002-08-30,11.999872,12.289868,11.919874,11.999872,1520400,36.627248
2002-08-29,11.989872,12.449868,11.709876,12.309868,2099700,37.57345
2002-08-28,12.519866,12.719865,12.049871,12.09987,2163100,36.932472
2002-08-27,13.179858,13.299858,12.749864,12.779864,1864100,39.00802
2002-08-26,13.009862,13.349858,12.769864,12.999862,1859100,39.679519
2002-08-23,13.199858,13.429856,12.869862,12.999862,1830500,39.679519
2002-08-22,13.249859,13.759854,13.159858,13.529856,2094700,41.297223
2002-08-21,12.769864,13.489858,12.709865,13.379857,1948900,40.839379
2002-08-20,13.029861,13.299858,12.619864,12.669867,2908800,38.672274
2002-08-19,12.899861,13.499857,12.709865,13.379857,2810600,40.839379
2002-08-16,12.24987,13.049861,12.039871,12.899861,2687600,39.374287
2002-08-15,11.999872,12.479868,11.849873,12.299869,2406300,37.542929
2002-08-14,11.299878,12.149872,11.059881,12.06987,2592600,36.840902
2002-08-13,11.299878,12.009872,11.249879,11.449878,2093200,34.948498
2002-08-12,11.699875,11.799874,11.269879,11.369879,2629200,34.704319
2002-08-09,11.319878,12.08987,11.149882,11.999872,4225200,36.627248
2002-08-08,11.049881,11.889875,10.959883,11.799874,3812500,36.016791
2002-08-07,11.269879,11.449878,10.719885,10.999882,2576000,33.574973
2002-08-06,10.699886,11.139882,10.549889,10.949884,4741400,33.422364
2002-08-05,11.019881,11.109882,10.24989,10.309891,3029400,31.468914
2002-08-02,11.399879,11.399879,10.899884,11.039881,2742100,33.697064
2002-08-01,11.599875,11.939874,11.19988,11.399879,2669200,34.795886
2002-07-31,12.149872,12.149872,11.459878,11.599875,4832300,35.406335
2002-07-30,11.769874,12.599865,11.699875,11.979872,4622000,36.566202
2002-07-29,11.999872,12.179871,11.109882,12.08987,5539100,36.901948
2002-07-26,11.249879,11.309878,10.489887,10.899884,14542600,33.269752
2002-07-25,13.129859,13.13986,11.689876,12.179871,5758900,37.176658
2002-07-24,12.789864,13.729853,12.639864,13.459855,4882100,41.083558
2002-07-23,13.399857,13.999849,13.249859,13.399857,5144000,40.900425
2002-07-22,14.659843,14.799841,13.829853,14.119849,3526900,43.09806
2002-07-19,14.99984,15.049839,14.379847,14.859843,3423200,45.356745
2002-07-18,14.99984,15.199838,14.749842,14.99984,3876900,45.784058
2002-07-17,15.249837,15.449836,14.799841,15.149839,5488900,46.241902
2002-07-16,13.799854,14.759841,13.629854,14.529844,5234900,44.349487
2002-07-15,13.369857,13.839852,13.189858,13.839852,3173800,42.243425
2002-07-12,13.449856,13.94985,13.289859,13.759854,3541500,41.999246
2002-07-11,13.309858,13.639854,12.509867,13.449856,7537800,41.053037
2002-07-10,14.549846,14.599845,13.849853,13.979849,3496700,42.670738
2002-07-09,14.599845,15.039838,14.549846,14.599845,2698800,44.563152
2002-07-08,15.149839,15.219837,14.639844,14.669844,2485000,44.77681
2002-07-05,15.999829,16.049828,14.539846,15.149839,1850100,46.241902
2002-07-03,13.749855,14.609845,13.749855,14.509844,2834400,44.288442
2002-07-02,14.289849,14.549846,13.639854,14.159849,3053800,43.220152
2002-07-01,14.749842,15.019838,14.149849,14.299849,2620800,43.647474
2002-06-28,14.349847,14.929841,14.269849,14.589845,3938000,44.532631
2002-06-27,14.589845,14.709842,14.09985,14.449845,3689200,44.105308
2002-06-26,13.519857,14.199848,13.449856,14.039851,4869000,42.853881
2002-06-25,14.849842,15.349838,14.10985,14.279849,4090400,43.586429
2002-06-24,14.699843,14.889842,14.349847,14.419846,4013900,44.013741
2002-06-21,14.499844,15.009839,14.489845,14.909841,5327900,45.509354
2002-06-20,15.739832,15.899831,14.739842,14.779841,4103200,45.112556
2002-06-19,15.999829,16.159829,15.459835,15.499834,2965700,47.310192
2002-06-18,16.049828,16.97982,16.039829,16.179828,2419000,49.38574
2002-06-17,15.599832,16.589822,15.599832,16.399824,3382600,50.057235
2002-06-14,15.029839,15.719832,14.899841,15.599832,4189400,47.615417
2002-06-13,15.659834,16.139829,15.549833,15.859829,4067100,48.409006
2002-06-12,14.219847,15.749832,14.219847,15.659834,7260300,47.79856
2002-06-11,15.279837,15.349838,14.399846,14.449845,3202300,43.983221
2002-06-10,14.749842,15.249837,14.539846,15.249837,1737600,46.41828
2002-06-07,13.999849,15.039838,13.769854,14.819843,3259100,45.109441
2002-06-06,15.269836,15.309836,14.509844,14.749842,3376800,44.896367
2002-06-05,15.449836,15.639834,15.129839,15.419836,2065300,46.93573
2002-06-04,15.249837,15.639834,15.049839,15.639834,2023100,47.605373
2002-06-03,15.739832,15.899831,15.129839,15.349838,1819600,46.722667
2002-05-31,15.629835,16.059828,15.619834,15.98983,2652400,48.670709
2002-05-30,15.599832,15.919831,15.219837,15.779831,3083600,48.031503
2002-05-29,16.369824,16.469825,15.919831,15.98983,2528000,48.670709
2002-05-28,16.849819,16.909819,16.299826,16.669824,2081800,50.740512
2002-05-24,16.709822,16.949821,16.559823,16.849819,1558400,51.288392
2002-05-23,16.87982,17.119817,16.679823,16.949821,2565600,51.592782
2002-05-22,16.449825,16.769822,16.339825,16.499824,2102200,50.223059
2002-05-21,16.99982,17.109817,16.359824,16.399824,2640100,49.918672
2002-05-20,16.779821,17.059818,16.499824,16.799821,2368200,51.136205
2002-05-17,16.799821,16.899818,16.369824,16.779821,2273500,51.075329
2002-05-16,16.539823,16.699823,16.319826,16.699823,2163600,50.831825
2002-05-15,15.999829,16.739822,15.799831,16.289827,3651100,49.583856
2002-05-14,16.079828,16.299826,16.00983,16.199828,3203400,49.309912
2002-05-13,14.769842,15.899831,14.769842,15.899831,2037900,48.396766
2002-05-10,15.489835,15.489835,14.759841,14.759841,1819600,44.926804
2002-05-09,15.899831,15.899831,15.259837,15.299835,2202500,46.570467
2002-05-08,15.049839,15.999829,14.99984,15.899831,4389300,48.396766
2002-05-07,14.599845,14.849842,14.379847,14.689844,3048200,44.713741
2002-05-06,14.899841,15.09984,14.439846,14.439846,2477000,43.952784
2002-05-03,15.149839,15.199838,14.709842,14.889842,1864700,45.322507
2002-05-02,15.269836,15.499834,15.169839,15.349838,2088200,46.722667
2002-05-01,15.519834,15.559833,14.889842,15.439835,3007400,46.996607
2002-04-30,15.169839,15.659834,15.149839,15.399837,3421400,46.874857
2002-04-29,15.019838,15.719832,14.849842,15.169839,2986200,46.174777
2002-04-26,14.97984,15.149839,14.619845,14.99984,3442000,45.657324
2002-04-25,14.449845,14.97984,14.289849,14.819843,1812500,45.109441
2002-04-24,14.799841,15.059838,14.449845,14.449845,2471000,43.983221
2002-04-23,15.499834,15.699832,14.649844,14.709842,3283200,44.774614
2002-04-22,15.019838,15.719832,15.009839,15.649834,3009600,47.635813
2002-04-19,16.099827,16.209828,15.599832,15.909831,2866300,48.427206
2002-04-18,15.899831,16.049828,15.399837,15.899831,4701300,48.396766
2002-04-17,15.799831,16.329825,15.449836,16.329825,9052100,49.705606
2002-04-16,14.499844,14.99984,14.249847,14.99984,5172600,45.657324
2002-04-15,13.94985,13.94985,13.559855,13.659854,2400500,41.578602
2002-04-12,13.249859,13.569856,13.149859,13.439855,2743500,40.908959
2002-04-11,13.499857,13.849853,13.389856,13.599855,2048800,41.395975
2002-04-10,13.899852,14.499844,13.749855,13.849853,3667800,42.156932
2002-04-09,13.849853,14.10985,13.429856,13.849853,2470700,42.156932
2002-04-08,13.349858,14.079851,13.209861,13.939851,2814700,42.430872
2002-04-05,13.96985,14.199848,13.409856,13.799854,2762600,42.004742
2002-04-04,14.199848,14.289849,13.899852,13.899852,3254600,42.309122
2002-04-03,14.499844,14.669844,14.209848,14.249847,2375700,43.374455
2002-04-02,14.549846,14.689844,14.409847,14.549846,2988500,44.287608
2002-04-01,14.059851,14.829842,13.829853,14.549846,2503700,44.287608
2002-03-28,13.749855,14.199848,13.709853,14.199848,2758500,43.222265
2002-03-27,13.499857,13.849853,13.499857,13.749855,1976700,41.852552
2002-03-26,13.069861,13.699852,13.059861,13.639854,2432500,41.517725
2002-03-25,13.349858,13.629854,13.299858,13.479857,1615200,41.030719
2002-03-22,13.649854,13.849853,13.319858,13.429856,2724500,40.878522
2002-03-21,13.529856,13.589855,13.209861,13.499857,2949200,41.091595
2002-03-20,13.759854,13.789853,13.21986,13.21986,2448200,40.239326
2002-03-19,13.599855,13.999849,13.599855,13.999849,3575000,42.613498
2002-03-18,13.999849,14.289849,13.689853,13.889851,2610800,42.278682
2002-03-15,13.729853,13.999849,13.599855,13.999849,2646400,42.613498
2002-03-14,13.98985,14.09985,13.579855,13.939851,2498000,42.430872
2002-03-13,14.359848,14.369847,13.879852,14.079851,2216300,42.857011
2002-03-12,14.199848,14.549846,14.049851,14.449845,3010900,43.861467
2002-03-11,14.499844,14.899841,14.399846,14.729842,1989800,44.711378
2002-03-08,14.699843,15.059838,14.659843,14.909841,2846800,45.257751
2002-03-07,14.649844,14.849842,14.269849,14.529844,3020500,44.104297
2002-03-06,14.499844,14.829842,14.179848,14.819843,2816600,44.984569
2002-03-05,14.199848,14.869842,13.929851,14.799841,3626400,44.923855
2002-03-04,13.899852,14.499844,13.639854,14.249847,2847000,43.254386
2002-03-01,13.329858,13.899852,12.999862,13.899852,2435600,42.192002
2002-02-28,13.449856,13.449856,12.829862,12.999862,2091800,39.460146
2002-02-27,13.09986,13.499857,12.809864,13.499857,3104500,40.977846
2002-02-26,13.049861,13.21986,12.639864,12.969862,2604000,39.369086
2002-02-25,11.929873,13.13986,11.919874,13.049861,3954300,39.611915
2002-02-22,11.749875,12.08987,10.499887,11.799874,2672300,35.817669
2002-02-21,12.24987,12.269869,11.839872,11.999872,2922100,36.42475
2002-02-20,12.399866,12.399866,12.019872,12.369867,5209500,37.547842
2002-02-19,12.499867,12.789864,12.149872,12.24987,2811400,37.1836
2002-02-15,13.279859,13.349858,12.599865,12.739865,2960100,38.670944
2002-02-14,13.349858,13.499857,13.11986,13.149859,1652800,39.915453
2002-02-13,13.649854,13.769854,13.289859,13.399857,1812700,40.674302
2002-02-12,13.059861,13.649854,12.999862,13.399857,3271700,40.674302
2002-02-11,12.999862,13.569856,12.949863,13.449856,3345500,40.826071
2002-02-08,12.399866,12.869862,12.22987,12.799863,4235800,38.853065
2002-02-07,12.09987,12.469867,12.059871,12.299869,3975100,37.335369
2002-02-06,12.399866,12.419869,11.949873,12.049871,4577200,36.576519
2002-02-05,12.459868,12.459868,11.889875,11.929873,4378200,36.212273
2002-02-04,13.09986,13.249859,12.409869,12.449868,3380800,37.790681
2002-02-01,13.279859,13.449856,13.149859,13.179858,2216700,40.006513
2002-01-31,13.309858,13.549856,13.11986,13.309858,3773900,40.401117
2002-01-30,13.489858,13.659854,12.779864,13.399857,3811500,40.674302
2002-01-29,13.539857,13.999849,13.299858,13.449856,3745300,40.826071
2002-01-28,13.579855,13.749855,13.509856,13.529856,2358400,41.068907
2002-01-25,13.349858,13.829853,13.249859,13.499857,3537600,40.977846
